3375,-0.05,0.0
3379,-0.11,0.0
3383,-0.14,0.0
3387,-0.18,0.0
3391,-0.21,0.0
3395,-0.24,0.0
3398,-0.26,0.0
3402,-0.28,0.0
3406,-0.31,0.0
3410,-0.33,0.0
3415,-0.35,0.0
3419,-0.37,0.0
3423,-0.39,0.0
3427,-0.4,0.0
3431,-0.4,0.0
3435,-0.41,0.0
3439,-0.41,0.0
3443,-0.42,0.0
3446,-0.42,0.0
3450,-0.43,0.0
3454,-0.43,0.0
3459,-0.42,0.0
3463,-0.41,0.0
3467,-0.41,0.0
3471,-0.41,0.0
3475,-0.42,0.0
3479,-0.42,0.0
3483,-0.42,0.0
3487,-0.39,0.0
3491,-0.07,0.0
3494,0.07,0.0
3499,0.11,0.0
3503,0.17,0.0
3507,-0.1,0.0
3511,-0.36,0.0
3515,-0.71,0.0
3519,-1.0,0.0
3523,-1.1,0.0
3527,-0.97,0.0
3530,-0.84,0.0
3534,-0.48,0.0
3538,-0.11,0.0
3543,0.09,0.0
3547,0.27,0.0
3551,0.36,0.0
3555,0.46,0.0
3559,0.54,0.0
3563,0.59,0.0
3567,0.61,0.0
3567,0.61,0.0
3571,0.62,0.0
3575,0.61,0.0
3578,0.59,0.0
3582,0.57,0.0
3587,0.55,0.0
3591,0.52,0.0
3595,0.48,0.0
3599,0.44,0.0
3603,0.41,0.0
3607,0.37,0.0
3611,0.34,0.0
3615,0.3,0.0
3619,0.28,0.0
3622,0.25,0.0
3627,0.22,0.0
3631,0.2,0.0
3635,0.18,0.0
3639,0.16,0.0
3643,0.14,0.0
3647,0.13,0.0
3651,0.11,0.0
3655,0.1,0.0
3659,0.08,0.0
3663,0.07,0.0
3666,0.05,0.0
3671,0.04,0.0
3675,0.03,0.0
3679,0.02,0.0
3683,0.01,0.0
3687,0.01,0.0
3691,0.0,0.0
3695,0.01,0.0
3699,0.0,0.0
3703,-0.02,0.0
3707,-0.02,0.0
3710,0.01,0.0
3715,0.06,0.0
3719,0.01,0.0
3723,-0.12,0.0
3727,-0.21,0.0
3731,-0.24,0.0
3735,-0.19,0.0
3739,-0.2,0.0
3743,-0.24,0.0
3747,-0.25,0.0
3751,-0.23,0.0
3756,-0.21,0.0
3759,-0.22,0.0
3763,-0.23,0.0
3767,-0.21,0.0
3771,-0.19,0.0
3775,-0.2,0.0
3779,-0.2,0.0
3783,-0.2,0.0
3787,-0.18,0.0
3791,-0.18,0.0
3795,-0.19,0.0
3800,-0.19,0.0
3803,-0.18,0.0
3807,0.03,0.0
3811,0.27,0.0
3815,0.42,0.0
3819,0.54,0.0
3823,0.38,0.0
3827,0.16,0.0
3831,-0.01,0.0
3835,-0.07,0.0
3840,-0.04,0.0
3844,-0.09,0.0
3847,-0.13,0.0
3851,-0.16,0.0
3855,-0.18,0.0
3859,-0.19,0.0
3863,-0.23,0.0
3867,-0.25,0.0
3871,-0.26,0.0
3875,-0.26,0.0
3879,-0.27,0.0
3884,-0.28,0.0
3888,-0.28,0.0
3892,-0.27,0.0
3895,-0.27,0.0
3899,-0.27,0.0
3903,-0.27,0.0
3907,-0.27,0.0
3911,-0.28,0.0
3915,-0.29,0.0
3919,-0.29,0.0
3923,-0.3,0.0
3928,-0.3,0.0
3932,-0.31,0.0
3935,-0.32,0.0
3939,-0.33,0.0
3943,-0.34,0.0
3947,-0.35,0.0
3951,-0.36,0.0
3955,-0.37,0.0
3959,-0.38,0.0
3963,-0.38,0.0
3968,-0.39,0.0
3972,-0.39,0.0
3976,-0.39,0.0
3980,-0.41,0.0
3983,-0.42,0.0
3987,-0.43,0.0
3991,-0.44,0.0
3995,-0.44,0.0
3999,-0.43,0.0
4003,-0.43,0.0
4007,-0.43,0.0
4012,-0.43,0.0
4016,-0.42,0.0
4020,-0.41,0.0
4024,-0.4,0.0
4028,-0.4,0.0
4031,-0.39,0.0
4035,-0.39,0.0
4039,-0.39,0.0
4043,-0.4,0.0
4047,-0.41,0.0
4051,-0.41,0.0
4056,-0.41,0.0
4060,-0.41,0.0
4064,-0.4,0.0
4068,-0.41,0.0
4072,-0.41,0.0
4075,-0.41,0.0
4079,-0.42,0.0
4083,-0.42,0.0
4087,-0.43,0.0
4091,-0.43,0.0
4096,-0.43,0.0
4100,-0.44,0.0
4104,-0.44,0.0
4108,-0.44,0.0
4112,-0.45,0.0
4116,-0.45,0.0
4120,-0.46,0.0
4123,-0.46,0.0
4127,-0.46,0.0
4131,-0.47,0.0
4135,-0.47,0.0
4140,-0.47,0.0
4144,-0.48,0.0
4148,-0.48,0.0
4152,-0.48,0.0
4156,-0.48,0.0
4160,-0.48,0.0
4164,-0.48,0.0
4167,-0.48,0.0
4171,-0.48,0.0
4175,-0.48,0.0
4179,-0.47,0.0
4184,-0.46,0.0
4188,-0.45,0.0
4192,-0.44,0.0
4196,-0.44,0.0
4200,-0.43,0.0
4204,-0.42,0.0
4208,-0.41,0.0
4212,-0.41,0.0
4215,-0.4,0.0
4219,-0.4,0.0
4224,-0.4,0.0
4228,-0.41,0.0
4232,-0.41,0.0
4236,-0.41,0.0
4240,-0.4,0.0
4244,-0.4,0.0
4248,-0.4,0.0
4252,-0.4,0.0
4256,-0.4,0.0
4259,-0.4,0.0
4263,-0.4,0.0
4268,-0.4,0.0
4272,-0.41,0.0
4276,-0.42,0.0
4280,-0.42,0.0
4284,-0.42,0.0
4288,-0.42,0.0
4292,-0.42,0.0
4296,-0.42,0.0
4300,-0.42,0.0
4303,-0.43,0.0
4307,-0.44,0.0
4312,-0.44,0.0
4316,-0.45,0.0
4320,-0.46,0.0
4324,-0.47,0.0
4328,-0.48,0.0
4332,-0.49,0.0
4336,-0.49,0.0
4340,-0.5,0.0
4344,-0.5,0.0
4348,-0.5,0.0
4352,-0.51,0.0
4356,-0.51,0.0
4360,-0.51,0.0
4364,-0.5,0.0
4368,-0.5,0.0
4372,-0.49,0.0
4376,-0.48,0.0
4380,-0.48,0.0
4384,-0.47,0.0
4388,-0.47,0.0
4392,-0.47,0.0
4396,-0.47,0.0
4400,-0.47,0.0
4404,-0.47,0.0
4408,-0.48,0.0
4412,-0.48,0.0
4416,-0.48,0.0
4420,-0.48,0.0
4424,-0.48,0.0
4428,-0.48,0.0
4432,-0.48,0.0
4436,-0.47,0.0
4441,-0.47,0.0
4444,-0.47,0.0
4448,-0.46,0.0
4452,-0.46,0.0
4456,-0.46,0.0
4460,-0.46,0.0
4464,-0.46,0.0
4468,-0.46,0.0
4472,-0.46,0.0
4476,-0.46,0.0
4481,-0.46,0.0
4485,-0.46,0.0
4488,-0.45,0.0
4492,-0.45,0.0
4496,-0.46,0.0
4500,-0.46,0.0
4504,-0.46,0.0
4508,-0.46,0.0
4512,-0.46,0.0
4516,-0.46,0.0
4520,-0.46,0.0
4525,-0.46,0.0
4529,-0.46,0.0
4532,-0.45,0.0
4536,-0.44,0.0
4540,-0.43,0.0
4544,-0.43,0.0
4548,-0.43,0.0
4552,-0.42,0.0
